time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-14T03:31:00.630Z,19.1571674,-155.472168,30.88,1.91,md,34,242,0.0942,0.11,hv,hv71329607,2020-01-14T03:34:14.520Z,"5km S of Pahala, Hawaii",earthquake,0.87,1,0.1,7,automatic,hv,hv
2020-01-14T03:30:37.210Z,33.5946667,-116.8071667,4.48,0.85,ml,37,44,0.03596,0.15,ci,ci39035279,2020-01-14T14:40:25.080Z,"13km WNW of Anza, CA",earthquake,0.2,0.33,0.176,25,reviewed,ci,ci
2020-01-14T03:24:41.560Z,17.971,-66.8778,11,2.51,md,11,192,0.0043,0.19,pr,pr2020014036,2020-01-17T15:58:12.143Z,"1km ESE of Maria Antonia, Puerto Rico",earthquake,0.6,0.5,0.22,6,reviewed,pr,pr
2020-01-14T03:21:39.890Z,33.6756667,-116.6763333,15.86,0.49,ml,27,93,0.007072,0.11,ci,ci39035271,2020-01-14T03:32:32.882Z,"8km SSE of Idyllwild, CA",earthquake,0.2,0.33,0.098,12,reviewed,ci,ci
2020-01-14T03:17:45.923Z,63.2198,-150.6071,122.1,1.2,ml,,,,0.35,ak,ak020n7ewg0,2020-01-27T22:50:40.833Z,"85km WSW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-14T03:15:04.804Z,53.3921,-163.6931,41.4,2.4,ml,,,,0.21,ak,ak020n7ee4k,2020-01-27T22:43:39.074Z,"160km ESE of Akutan, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2020-01-14T03:04:34.960Z,17.8463,-66.8656,11,2.01,md,13,254,0.1295,0.1,pr,pr2020014032,2020-01-17T15:55:23.472Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.59,0.48,0.41,2,reviewed,pr,pr
2020-01-14T02:53:33.251Z,51.2208,-176.5355,27.3,1.5,ml,,,,0.3,ak,ak020n715n1,2020-01-27T22:50:39.839Z,"73km S of Adak, Alaska",earthquake,,16.4,,,reviewed,ak,ak
2020-01-14T02:53:19.150Z,17.9183,-67.0113,7,2.9,md,8,249,0.0608,0.06,pr,pr2020014031,2020-01-17T15:54:28.400Z,"7km SSE of La Parguera, Puerto Rico",earthquake,0.87,0.31,0,1,reviewed,pr,pr
2020-01-14T02:48:50.870Z,32.8925,-116.2718333,7.82,1.8,ml,54,60,0.06737,0.21,ci,ci39035263,2020-01-14T14:40:20.670Z,"25km ENE of Pine Valley, CA",earthquake,0.23,0.95,0.236,26,reviewed,ci,ci
2020-01-14T02:47:34.462Z,69.5865,-145.2427,4.1,2.3,ml,,,,0.4,ak,ak020n6zvfq,2020-02-05T04:07:06.040Z,"87km SW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-14T02:47:22.269Z,35.7955,-97.56816667,7.3,2.13,ml,99,24,0,0.14,ok,ok2020axzb,2020-01-14T14:25:40.162Z,"15km SW of Guthrie, Oklahoma",earthquake,,0.3,0.22,39,reviewed,ok,ok
2020-01-14T02:40:01.060Z,63.2088,-149.7252,90.5,1.1,ml,,,,0.24,ak,ak020n6yaui,2020-01-27T22:50:37.774Z,"43km WSW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-14T02:39:57.870Z,38.8126667,-122.8155,3.25,0.26,md,16,77,0.01134,0.02,nc,nc73327206,2020-01-23T00:45:51.331Z,"6km NW of The Geysers, CA",earthquake,0.32,0.53,,1,reviewed,nc,nc
2020-01-14T02:37:18.910Z,37.301,-122.0533333,10.88,0.92,md,6,290,0.04513,0.09,nc,nc73327201,2020-01-15T02:54:02.842Z,"3km SW of Cupertino, CA",earthquake,1.31,1.01,0.309,5,reviewed,nc,nc
2020-01-14T02:37:14.000Z,17.9376,-67.004,6,2.61,md,13,231,0.0513,0.13,pr,pr2020014029,2020-01-17T15:53:27.165Z,"6km SE of La Parguera, Puerto Rico",earthquake,0.82,0.34,0.25,6,reviewed,pr,pr
2020-01-14T02:29:01.587Z,-23.295,-68.7758,99.04,4.2,mb,,51,0.647,0.86,us,us70006zh1,2020-02-07T02:05:22.040Z,"70km SW of San Pedro de Atacama, Chile",earthquake,4.5,7.1,0.2,7,reviewed,us,us
2020-01-14T02:26:49.164Z,57.5815,-138.0305,16.3,2.6,ml,,,,0.84,ak,ak020n6vefq,2020-01-27T22:43:37.890Z,"164km WSW of Gustavus, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-14T02:23:57.880Z,52.0171667,-174.3171667,11.78,1.07,ml,6,339,0.1989,0.06,av,av70864129,2020-01-15T01:04:22.820Z,"21km SSW of Atka, Alaska",earthquake,1.16,1.94,0.41,6,reviewed,av,av
2020-01-14T02:13:54.940Z,17.9811,-66.8456,15,2.67,md,12,182,0.0341,0.2,pr,pr2020014030,2020-01-17T14:49:28.753Z,"3km WSW of Indios, Puerto Rico",earthquake,0.64,0.83,0.43,5,reviewed,pr,pr
2020-01-14T02:02:20.140Z,33.5923333,-116.8036667,4.93,0.59,ml,18,76,0.03305,0.1,ci,ci39035207,2020-01-14T14:39:12.455Z,"13km WNW of Anza, CA",earthquake,0.25,0.4,0.274,12,reviewed,ci,ci
2020-01-14T02:00:32.210Z,17.9028,-66.7948,11,2.47,md,9,227,0.1111,0.33,pr,pr2020014028,2020-01-17T14:45:17.601Z,"10km SSE of Indios, Puerto Rico",earthquake,2.1,1.61,0.21,3,reviewed,pr,pr
2020-01-14T02:00:09.720Z,62.1859,-148.232,27.5,1.2,ml,,,,0.4,ak,ak020n6pqsj,2020-01-27T22:43:36.762Z,"54km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-14T01:57:28.784Z,-21.7336,-68.2837,110.41,5.1,mww,,31,0.892,0.95,us,us70006zgt,2020-02-10T01:27:49.253Z,"105km NE of Calama, Chile",earthquake,5.5,3.7,0.069,20,reviewed,us,us
2020-01-14T01:55:00.819Z,62.4463,-152.0396,105.4,1.3,ml,,,,0.36,ak,ak020n6g2yp,2020-01-27T22:50:36.773Z,"100km W of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-14T01:50:09.252Z,60.0806,-152.9165,113.3,1.6,ml,,,,0.28,ak,ak020n6f119,2020-01-27T22:50:35.740Z,"46km SSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-14T01:50:02.230Z,36.108,-117.9068333,5.2,0.84,ml,6,254,0.04316,0.04,ci,ci37432589,2020-01-14T03:34:21.478Z,"8km NNE of Coso Junction, CA",earthquake,0.25,0.35,0.07,2,reviewed,ci,ci
2020-01-14T01:49:34.740Z,35.9421667,-117.3836667,0.54,1.65,ml,30,49,0.09616,0.21,ci,ci39035199,2020-01-14T03:23:14.690Z,"20km N of Searles Valley, CA",earthquake,0.25,0.43,0.107,30,reviewed,ci,ci
2020-01-14T01:47:30.960Z,36.0135,-117.6791667,0.76,1.36,ml,20,78,0.0695,0.2,ci,ci39035191,2020-01-14T01:51:03.537Z,"22km ENE of Little Lake, CA",earthquake,0.3,0.52,0.183,20,automatic,ci,ci
2020-01-14T01:44:33.461Z,60.6946,-141.586,21.2,0.9,ml,,,,0.4,ak,ak020n6dsjl,2020-01-27T22:43:35.545Z,"84km NNE of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-14T01:40:53.660Z,17.9058,-66.8371,8,4,ml,13,213,0.0811,0.23,pr,pr2020014001,2020-01-14T03:19:08.375Z,"9km SE of Guanica, Puerto Rico",earthquake,1,0.85,0.29,8,reviewed,pr,pr
2020-01-14T01:37:51.400Z,36.0116667,-117.6805,1.83,1.32,ml,16,78,0.06816,0.16,ci,ci39035183,2020-01-14T14:39:47.460Z,"22km ENE of Little Lake, CA",earthquake,0.27,0.38,0.163,20,reviewed,ci,ci
2020-01-14T01:36:09.960Z,35.725,-117.5726667,11.14,0.98,ml,15,132,0.09277,0.18,ci,ci39035175,2020-01-14T01:39:47.329Z,"15km NE of Ridgecrest, CA",earthquake,0.45,0.77,0.145,12,automatic,ci,ci
2020-01-14T01:35:40.420Z,38.8358345,-122.7959976,2.06,0.58,md,12,108,0.005109,0.01,nc,nc73327196,2020-01-14T01:37:18.904Z,"6km WNW of Cobb, CA",earthquake,0.38,0.9,0.02,2,automatic,nc,nc
2020-01-14T01:34:09.314Z,52.4952,-175.4456,209.7,2.6,ml,,,,0.3,ak,ak020n6bldb,2020-01-27T22:43:33.494Z,"91km WNW of Atka, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-01-14T01:31:18.310Z,17.822,-66.8616,6,3.7,md,13,242,0.1541,0.15,pr,pr2020014000,2020-01-14T02:41:38.768Z,"19km SSE of Guanica, Puerto Rico",earthquake,0.79,0.45,0.11,5,reviewed,pr,pr
2020-01-14T01:30:06.380Z,35.782,-121.3466667,8.71,2.2,md,44,195,0.0951,0.15,nc,nc73327191,2020-01-18T06:06:02.829Z,"21km NW of San Simeon, CA",earthquake,0.5,0.63,0.239,31,reviewed,nc,nc
2020-01-14T01:29:51.952Z,51.4539,-175.5716,34.9,1.8,ml,,,,0.58,ak,ak020n6amaj,2020-01-27T22:50:34.746Z,"88km ESE of Adak, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2020-01-14T01:27:04.274Z,65.6031,-165.2719,4.4,1.3,ml,,,,0.28,ak,ak020n6a3cw,2020-01-27T22:43:34.552Z,"81km SSE of Shishmaref, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-14T01:25:59.415Z,60.9446,-151.6349,74.3,1.6,ml,,,,0.34,ak,ak020n69rxv,2020-01-27T22:43:31.953Z,"34km NNW of Nikiski, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-14T01:24:59.253Z,23.6832,94.5281,89.07,4.3,mb,,84,0.582,0.59,us,us70006zgm,2020-01-14T02:18:47.040Z,"12km ENE of Mawlaik, Burma",earthquake,7.1,5.7,0.168,10,reviewed,us,us
2020-01-14T01:18:29.059Z,36.43716667,-98.79316667,8.58,1.34,ml,27,184,0.01439717478,0.09,ok,ok2020axwd,2020-01-14T14:26:22.827Z,"33km NW of Fairview, Oklahoma",earthquake,,0.3,0.22,9,reviewed,ok,ok
2020-01-14T01:17:54.370Z,17.9971,-66.815,16,3.04,md,10,174,0.0679,0.18,pr,pr2020014027,2020-01-17T14:11:19.113Z,"0km NE of Indios, Puerto Rico",earthquake,0.67,0.83,0.22,5,reviewed,pr,pr
2020-01-14T01:12:53.190Z,38.8206673,-122.8423309,2.13,0.57,md,8,130,0.006205,0.01,nc,nc73327186,2020-01-14T01:32:03.255Z,"9km WNW of The Geysers, CA",earthquake,0.6,1.07,,1,automatic,nc,nc
2020-01-14T01:04:45.040Z,17.887,-66.8478,12,2.55,md,10,239,0.0935,0.07,pr,pr2020014026,2020-01-17T14:30:09.808Z,"11km SE of Guanica, Puerto Rico",earthquake,0.82,0.37,0.27,3,reviewed,pr,pr
2020-01-14T00:59:47.031Z,55.4141,-160.8206,77.8,1.7,ml,,,,0.12,ak,ak020n5vlsf,2020-01-27T22:50:33.801Z,"22km WNW of Sand Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-14T00:59:39.630Z,35.7626667,-117.5946667,7.54,0.33,ml,12,125,0.05301,0.14,ci,ci37432581,2020-01-14T03:07:13.803Z,"17km W of Searles Valley, CA",earthquake,0.4,0.87,0.109,1,reviewed,ci,ci
2020-01-14T00:59:18.459Z,56.627,-156.4428,65.9,2,ml,,,,0.32,ak,ak020n5vjli,2020-01-27T22:50:32.795Z,"102km NNW of Chirikof Island, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-01-14T00:59:00.430Z,35.7435,-117.5313333,5.02,0.73,ml,13,143,0.08995,0.18,ci,ci39035159,2020-01-14T01:02:32.393Z,"12km WSW of Searles Valley, CA",earthquake,0.51,0.95,0.201,8,automatic,ci,ci
2020-01-14T00:57:40.850Z,18.0088,-66.7678,13,2.98,md,11,173,0.1164,0.15,pr,pr2020014025,2020-01-17T14:27:27.505Z,"0km S of Magas Arriba, Puerto Rico",earthquake,0.71,0.46,0.15,3,reviewed,pr,pr
2020-01-14T00:57:04.836Z,17.0513,-66.7998,10,3.3,ml,,325,0.921,0.5,us,usa0006cra,2020-02-01T05:15:49.040Z,"102km S of Guanica, Puerto Rico",earthquake,4.9,2,0.071,26,reviewed,us,us
2020-01-14T00:52:20.211Z,58.1689,-155.3228,1.4,1,ml,,,,0.49,ak,ak020n5u1ph,2020-01-27T22:43:30.973Z,"97km SE of King Salmon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-14T00:48:26.115Z,64.851,-147.5655,19.5,0.4,ml,,,,0.46,ak,ak020n5t69d,2020-01-27T22:43:29.930Z,"5km NNW of Badger, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-14T00:48:10.100Z,17.9885,-66.7341,6,3.12,md,12,186,0.1389,0.13,pr,pr2020014024,2020-01-18T04:20:10.040Z,"2km SSW of Tallaboa, Puerto Rico",earthquake,0.58,0.34,0.28,4,reviewed,pr,pr
2020-01-14T00:35:23.622Z,54.9104,-154.7092,11.6,2.7,ml,,,,0.72,ak,ak020n5qesq,2020-01-31T03:53:52.040Z,"115km SSE of Chirikof Island, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2020-01-14T00:28:32.615Z,17.8714,-66.7886,10,3,ml,,218,0.134,0.54,us,usa0006cr4,2020-02-01T05:36:39.040Z,"13km SSE of Indios, Puerto Rico",earthquake,1.7,1.9,0.06,36,reviewed,us,us
2020-01-14T00:27:01.630Z,38.8205,-122.8411667,2.21,1.59,md,50,37,0.005459,0.05,nc,nc73327181,2020-01-23T01:27:03.397Z,"9km WNW of The Geysers, CA",earthquake,0.15,0.21,0.365,14,reviewed,nc,nc
2020-01-14T00:27:00.411Z,69.4785,-143.9954,11.6,1.1,ml,,,,0.39,ak,ak020n5ona1,2020-01-27T22:50:30.762Z,"74km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-14T00:25:57.500Z,17.8492,-66.7807,10,2.5,ml,,224,0.156,1.05,us,usa0006cr3,2020-02-01T23:22:22.040Z,"16km SSE of Indios, Puerto Rico",earthquake,1.8,2,0.06,36,reviewed,us,us
2020-01-14T00:15:18.653Z,64.9871,-147.3286,0,1.1,ml,,,,0.33,ak,ak020n5m43g,2020-01-27T22:43:28.918Z,"23km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2020-01-14T00:15:08.428Z,51.6695,-174.3437,11.1,1.7,ml,,,,0.32,ak,ak020n5m3ay,2020-01-27T22:50:29.795Z,"59km S of Atka, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2020-01-14T00:14:04.980Z,51.7434,-179.0318,10,1.2,ml,,,,0.38,ak,ak020n5lvf5,2020-01-27T22:43:27.974Z,"53km N of Amatignak Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-14T00:11:55.390Z,51.6495,-178.4478,6.4,1.4,ml,,,,0.74,ak,ak020n5lbok,2020-01-27T22:43:27.001Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-14T00:11:49.380Z,35.9221667,-117.6648333,4.19,0.94,ml,14,67,0.02823,0.2,ci,ci37432781,2020-01-15T22:01:42.792Z,"22km E of Little Lake, CA",earthquake,0.38,0.5,0.087,6,reviewed,ci,ci
2020-01-14T00:11:34.550Z,35.0398333,-117.6665,-0.79,1.91,ml,39,49,0.108,0.22,ci,ci39035119,2020-01-15T21:56:42.646Z,"5km NNW of Boron, CA",quarry blast,0.38,31.61,0.201,43,reviewed,ci,ci
2020-01-14T00:06:47.850Z,5.0903,127.0115,111.46,4.6,mb,,104,2.428,0.77,us,us70006zg9,2020-01-14T10:22:51.963Z,"168km SSE of Pondaguitan, Philippines",earthquake,7.5,8.3,0.096,32,reviewed,us,us
2020-01-14T00:05:59.120Z,35.9056667,-117.6888333,1.96,0.71,ml,13,73,0.05244,0.09,ci,ci39035103,2020-01-14T00:09:32.882Z,"20km E of Little Lake, CA",earthquake,0.16,0.29,0.107,9,automatic,ci,ci
2020-01-13T23:58:11.760Z,58.176,-155.3231667,1.9,-0.66,ml,5,109,0.0342,0.06,av,av70864124,2020-01-14T21:55:19.660Z,"96km SE of King Salmon, Alaska",earthquake,0.35,0.95,0.179,5,reviewed,av,av
2020-01-13T23:56:14.260Z,17.944,-66.815,9,2.63,md,12,202,0.0713,0.17,pr,pr2020013114,2020-01-18T04:13:55.040Z,"9km SSE of Indios, Puerto Rico",earthquake,0.65,0.75,0.32,6,reviewed,pr,pr
2020-01-13T23:55:40.174Z,51.6297,-178.4637,10.2,1.6,ml,,,,0.53,ak,ak020lw0cu7,2020-01-27T22:43:26.041Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-13T23:54:20.779Z,-30.1468,-69.9394,129.36,4.2,mb,,67,0.215,0.68,us,us70006zg4,2020-01-14T00:05:19.040Z,"75km E of Vicuna, Chile",earthquake,7.5,5.7,0.265,4,reviewed,us,us
2020-01-13T23:53:39.079Z,60.0836,-152.994,120.2,1.8,ml,,,,0.33,ak,ak020lvzx8d,2020-01-27T22:43:24.877Z,"46km SSW of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-13T23:47:32.190Z,35.5966667,-117.3731667,2.84,1.17,ml,18,106,0.07071,0.21,ci,ci39035079,2020-01-13T23:51:17.969Z,"19km S of Trona, CA",earthquake,0.35,0.43,0.15,17,automatic,ci,ci
2020-01-13T23:45:39.190Z,35.9166667,-117.6603333,2.68,0.85,ml,13,68,0.0322,0.13,ci,ci39035071,2020-01-13T23:49:19.513Z,"22km E of Little Lake, CA",earthquake,0.32,0.33,0.192,12,automatic,ci,ci
2020-01-13T23:45:03.330Z,17.8278,-66.8615,5,2.6,md,13,240,0.1484,0.17,pr,pr2020013113,2020-01-18T04:05:11.040Z,"23km SSE of Guanica, Puerto Rico",earthquake,0.65,0.46,0.5,8,reviewed,pr,pr
2020-01-13T23:40:12.170Z,17.9306,-66.8355,12,3.07,md,13,208,0.0624,0.07,pr,pr2020013110,2020-01-18T03:49:30.040Z,"7km S of Indios, Puerto Rico",earthquake,0.72,0.33,0.31,8,reviewed,pr,pr
2020-01-13T23:38:52.631Z,60.146,-140.4895,12.2,1.4,ml,,,,0.52,ak,ak020lvwqjc,2020-01-27T22:43:23.861Z,"79km NNW of Yakutat, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-13T23:33:44.730Z,36.7153333,-121.3603333,1.3,1.9,md,36,85,0.08201,0.11,nc,nc73327171,2020-01-18T02:20:03.837Z,"9km SSW of Tres Pinos, CA",earthquake,0.25,0.95,0.271,27,reviewed,nc,nc
2020-01-13T23:33:40.708Z,17.9655,-66.7139,10,2.5,ml,,193,0.043,0.71,us,usa0006cqv,2020-02-01T23:11:03.040Z,"3km S of Tallaboa, Puerto Rico",earthquake,1.5,1.8,0.062,34,reviewed,us,us
2020-01-13T23:29:36.380Z,35.924,-117.6678333,2.14,2.25,ml,29,42,0.02774,0.15,ci,ci39035055,2020-01-13T23:40:38.500Z,"22km E of Little Lake, CA",earthquake,0.17,0.24,0.123,26,automatic,ci,ci
2020-01-13T23:21:31.925Z,62.8626,-148.7656,66.6,1,ml,,,,0.29,ak,ak020lvt1u0,2020-01-27T22:43:22.913Z,"59km S of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-13T23:21:01.760Z,33.5793333,-116.8111667,4.6,1.41,ml,57,21,0.04182,0.19,ci,ci39035031,2020-01-14T14:40:30.400Z,"13km WNW of Anza, CA",earthquake,0.18,0.37,0.137,26,reviewed,ci,ci
2020-01-13T23:13:43.180Z,17.8426,-66.8651,11,2.44,md,12,254,0.1332,0.14,pr,pr2020013112,2020-01-18T04:26:03.040Z,"33km S of Guanica, Puerto Rico",earthquake,0.84,0.59,0.36,7,reviewed,pr,pr
2020-01-13T23:10:36.780Z,37.6393333,-118.9338333,4.79,0.46,md,9,126,0.02708,0.01,nc,nc73327156,2020-01-14T02:25:03.274Z,"4km E of Mammoth Lakes, CA",earthquake,0.77,1.23,0.208,8,reviewed,nc,nc
2020-01-13T23:09:51.650Z,17.905,-66.8446,12,3.06,md,13,217,0.0782,0.2,pr,pr2020013111,2020-01-18T03:58:04.040Z,"17km SSE of Maria Antonia, Puerto Rico",earthquake,0.9,0.54,0.33,8,reviewed,pr,pr
2020-01-13T23:07:57.380Z,38.7943344,-122.7289963,1.94,0.58,md,9,102,0.01002,0.02,nc,nc73327151,2020-01-13T23:18:02.166Z,"3km NE of The Geysers, CA",earthquake,0.33,0.75,0.06,3,automatic,nc,nc
2020-01-13T23:07:55.125Z,51.7559,-175.553,13.2,1.9,ml,,,,0.4,ak,ak020lvq3kq,2020-01-27T22:43:21.984Z,"77km E of Adak, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-01-13T23:03:11.970Z,35.7583333,-117.5843333,6.97,2.06,ml,32,54,0.05828,0.19,ci,ci39035007,2020-01-13T23:14:20.410Z,"16km W of Searles Valley, CA",earthquake,0.28,0.61,0.161,25,automatic,ci,ci
2020-01-13T22:54:34.135Z,63.0409,-150.617,110.9,2.6,ml,,,,0.34,ak,ak020lvep0p,2020-01-28T05:59:38.040Z,"84km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-13T22:45:46.860Z,35.6586667,-117.4871667,2.1,2.26,ml,32,54,0.05909,0.19,ci,ci39034983,2020-01-13T22:57:09.610Z,"14km SSW of Searles Valley, CA",earthquake,0.26,0.48,0.162,25,automatic,ci,ci
2020-01-13T22:42:23.130Z,37.6273333,-122.0448333,9,1.11,md,17,81,0.06007,0.06,nc,nc73327131,2020-01-18T02:08:02.763Z,"3km ESE of Hayward, CA",earthquake,0.3,0.37,0.058,11,reviewed,nc,nc
2020-01-13T22:42:01.164Z,61.9991,-148.8208,36.4,1.7,ml,,,,0.68,ak,ak020lvbylx,2020-01-27T22:43:19.573Z,"22km N of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-13T22:40:56.620Z,17.9486,-66.8223,8,3.8,ml,13,198,0.0628,0.26,pr,pr2020013022,2020-01-28T06:01:48.040Z,"8km S of Indios, Puerto Rico",earthquake,0.84,0.88,0,0,reviewed,pr,pr
2020-01-13T22:40:25.970Z,19.2205009,-155.4013367,33.75,1.89,md,33,191,0.0173,0.15,hv,hv71329337,2020-01-13T22:43:36.850Z,"8km ENE of Pahala, Hawaii",earthquake,0.69,0.95,0.05,8,automatic,hv,hv
2020-01-13T22:38:59.778Z,63.5188,-147.9169,17.2,0.9,ml,,,,0.71,ak,ak020lvbbjj,2020-01-27T22:43:18.525Z,"53km ENE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-13T22:36:25.840Z,17.9186,-66.8306,9,2.41,md,6,323,0.0745,0.08,pr,pr2020013109,2020-01-20T04:34:26.040Z,"3km SSW of Indios, Puerto Rico",earthquake,0.8,0.66,0.42,5,reviewed,pr,pr
2020-01-13T22:36:18.496Z,58.3091,-154.8539,1.7,0.8,ml,,,,0.49,ak,ak020lvassi,2020-01-27T22:43:17.574Z,"100km NNW of Larsen Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-13T22:36:05.620Z,33.7861667,-116.1025,1.86,0.88,ml,21,141,0.09968,0.15,ci,ci39034959,2020-01-14T00:32:36.334Z,"13km NE of Indio, CA",earthquake,0.22,0.39,0.083,18,reviewed,ci,ci
2020-01-13T22:27:43.529Z,65.775,-155.251,1.7,1.3,ml,,,,0.39,ak,ak020lv8xf4,2020-01-27T22:50:08.597Z,"115km N of Ruby, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-13T22:23:53.250Z,17.9803,-66.8111,14,2.2,ml,7,194,0.0683,0.14,pr,pr2020013108,2020-01-17T14:44:25.393Z,"1km SSE of Indios, Puerto Rico",earthquake,0.55,0.9,0,0,reviewed,pr,pr
2020-01-13T22:22:09.483Z,63.207,-151.4511,12.7,1.8,ml,,,,0.63,ak,ak020lv7s7u,2020-01-27T22:43:16.431Z,"119km NW of Talkeetna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-13T22:18:03.510Z,48.134,-114.1471667,3.33,0.74,md,8,228,0.286,0.15,mb,mb80378284,2020-01-14T15:37:20.770Z,"8km NE of Somers, Montana",earthquake,2.37,8.35,0.259,4,reviewed,mb,mb
2020-01-13T22:15:52.164Z,51.4381,-176.867,47.6,1.6,ml,,,,0.51,ak,ak020lv6dik,2020-01-27T22:43:15.410Z,"51km SSW of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2020-01-13T22:12:34.274Z,64.8734,-146.8355,22.5,0.5,ml,,,,0.52,ak,ak020lv5owk,2020-01-27T22:43:14.434Z,"25km NNE of Eielson Air Force Base, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-13T22:08:54.470Z,38.7618333,-122.7383333,1.51,1.29,md,41,91,0.01031,0.05,nc,nc73327126,2020-01-22T07:46:03.300Z,"2km SE of The Geysers, CA",earthquake,0.15,0.24,0.367,9,reviewed,nc,nc
2020-01-13T22:07:53.575Z,60.1015,-147.8026,8.6,1.5,ml,,,,0.43,ak,ak020lv4nvh,2020-01-27T22:50:07.127Z,"88km E of Bear Creek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-13T22:07:37.960Z,35.8661667,-117.6848333,4.36,0.03,ml,7,104,0.08622,0.06,ci,ci39034919,2020-01-14T00:43:05.929Z,"22km ESE of Little Lake, CA",earthquake,0.17,0.5,0.096,4,reviewed,ci,ci
2020-01-13T22:01:58.020Z,38.2943333,-112.6058333,0.94,0.02,md,7,111,0.03235,0.15,uu,uu60356712,2020-01-14T20:02:54.780Z,"3km ENE of Beaver, Utah",earthquake,0.51,0.78,0.174,3,reviewed,uu,uu
2020-01-13T21:59:40.717Z,-5.2025,151.5209,114.36,4.5,mb,,88,1.191,0.74,us,us60007evn,2020-01-29T23:43:13.040Z,"125km SW of Kokopo, Papua New Guinea",earthquake,10,6.1,0.069,62,reviewed,us,us
2020-01-13T21:54:57.050Z,35.8736667,-117.7043333,6.64,0.7,ml,16,76,0.08149,0.2,ci,ci39034903,2020-01-13T21:58:39.560Z,"20km ESE of Little Lake, CA",earthquake,0.38,0.89,0.175,10,automatic,ci,ci
2020-01-13T21:53:40.050Z,17.9365,-66.8391,13,2.79,md,12,216,0.0557,0.08,pr,pr2020013106,2020-01-20T04:32:36.040Z,"9km S of Indios, Puerto Rico",earthquake,1.07,0.32,0.46,7,reviewed,pr,pr
2020-01-13T21:53:06.950Z,46.9281667,-112.5196667,12.14,0.81,md,9,130,0.097,0.12,mb,mb80378244,2020-01-13T22:26:34.550Z,"12km ESE of Lincoln, Montana",earthquake,0.45,0.64,0.363,7,reviewed,mb,mb
2020-01-13T21:53:00.940Z,32.581,-117.0173333,-0.36,1.53,ml,28,214,0.07823,0.25,ci,ci39034895,2020-01-14T19:44:07.769Z,"4km NE of San Ysidro, CA",quarry blast,1.4,31.61,0.154,20,reviewed,ci,ci
2020-01-13T21:45:11.460Z,61.1915,-146.9311,15.1,1.3,ml,,,,0.75,ak,ak020lura8o,2020-01-27T22:43:13.499Z,"32km WNW of Valdez, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-01-13T21:43:36.140Z,17.9523,-66.9935,6,3.5,md,13,212,0.0535,0.12,pr,pr2020013021,2020-01-28T06:03:13.040Z,"12km SSE of La Parguera, Puerto Rico",earthquake,0.91,0.36,0.22,8,reviewed,pr,pr
